bundle	all_requests	all_uniq_ifa	segment_requests	segment_uniq_ifa	segment_ifa_share	requests_share	unique_traffic	format_ratio_f10	format_ratio_f41	mean_wincost_f10	bid_floor_f10	mean_wincost_f41	bid_floor_f41	ad_frequency_f10	ad_frequency_f41	views_app	views_ifa	ctr	categories_iab	categories_google	categories_annie	avg_rate_appstore
284993459	875856	261605	3	21036	0.080411	3e-06	3	1	0	0.005	0.42	0.15	13.5	48657	88126	29	20	0	"[""IAB1"",""IAB1-6""]"	"[{""id"":""35"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""1109"",""value"":""0.2""},{""id"":""220"",""value"":""0.2""},{""id"":""211"",""value"":""0.1""}]"	"[""Music"",""Overall""]"	4.9
1048768805	30950	15985	2	990	0.061933	6.5e-05	2	1	0	0.005	0.42	0.15	13.5	156675	88126	10	6	0	"[""IAB5""]"	[]	"[""Education"",""Overall""]"	2.8
511310430	429353	208343	1	9133	0.043836	2e-06	1	0.79	0.21	0.005	0.44	0.15	13.5	91854	88126	0	0	0	"[""IAB2""]"	"[{""id"":""394"",""name"":"""",""value"":""0.5""},{""id"":""1462"",""name"":"""",""value"":""0.5""}]"	"[""Productivity""]"	4.8
1034630958	213001	22408	6	2635	0.117592	2.8e-05	7	0.92	0.08	0.005	0.42	0.15	107.61	43673	89667	7	2	0	"[""IAB9-30""]"	"[{""id"":""926"",""name"":"""",""value"":""0.3""},{""id"":""1462"",""name"":"""",""value"":""0.3""},{""id"":""381"",""name"":"""",""value"":""0.3""},{""id"":""930"",""name"":"""",""value"":""0.2""}]"	"[""Action (Games)"",""Arcade (Games)"",""Overall"",""Games""]"	4.3
1235581326	456011	12862	15	1501	0.1167	3.3e-05	21	0.94	0.06	0.005	3.18	0.15	107.61	16132	34257	666	80	0.06	"[""IAB9-30""]"	"[{""id"":""926"",""name"":"""",""value"":""0.5""},{""id"":""1462"",""name"":"""",""value"":""0.5""}]"	"[""Sports (Games)"",""Arcade (Games)"",""Overall"",""Games""]"	3.9
1236677535	256488	49561	4	10328	0.20839	1.6e-05	4	0.95	0.05	0.005	0.42	0.15	108.11	41673	127276	149	70	0.01	"[""IAB1"",""IAB9-30""]"	"[{""id"":""926"",""name"":"""",""value"":""0.3""},{""id"":""182"",""name"":"""",""value"":""0.3""},{""id"":""33"",""name"":"""",""value"":""0.2""},{""id"":""694"",""name"":"""",""value"":""0.2""}]"	"[""unknown""]"	4.3
417281773	5641933	590412	5	35776	0.060595	1e-06	6	0.79	0.21	0.005	0.44	0.15	13.5	91854	88126	0	0	0	"[""IAB18"",""IAB22""]"	"[{""id"":""61"",""value"":""0.5""},{""id"":""1462"",""value"":""0.5""}]"	"[""Shopping""]"	4.4
473939766	13399	9507	1	966	0.101609	7.5e-05	1	0	1	0.005	0.44	0.15	107.6	91854	133771	30	27	0.07	"[""IAB14"",""IAB18""]"	"[{""id"":""529"",""value"":""0.3""},{""id"":""55"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""}]"	"[""Overall"",""Social Networking""]"	2.9
1062417998	34624	4813	5	608	0.126325	0.000144	5	0.91	0.09	0.005	0.42	0.15	103.01	18276	53960	6	4	0	"[""IAB18""]"	"[{""id"":""220"",""value"":""0.2""},{""id"":""1090"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""211"",""value"":""0.2""},{""id"":""1071"",""value"":""0.2""}]"	"[""Lifestyle""]"	4.5
964748094	9447	4590	2	189	0.041176	0.000212	2	1	0	0.005	0.42	0.15	13.5	53735	88126	0	0	0	"[""IAB18""]"	"[{""id"":""456"",""value"":""0.5""},{""id"":""1462"",""value"":""0.5""}]"	"[""Health and Fitness""]"	4.4
1047649534	63666	4096	10	324	0.079102	0.000157	11	0.97	0.03	0.005	0.42	0.15	101.75	28307	22895	9	3	0	null	"[{""id"":""1462"",""value"":""0.3""},{""id"":""224"",""value"":""0.3""},{""id"":""495"",""value"":""0.3""},{""id"":""498"",""value"":""0.2""}]"	"[""unknown""]"	4.8
570060128	26646	10545	2	470	0.044571	7.5e-05	2	1	0	0.005	0.44	0.15	13.5	91854	88126	0	0	0	"[""IAB14"",""IAB5""]"	"[{""id"":""1266"",""value"":""0.5""},{""id"":""1462"",""value"":""0.5""}]"	"[""Education"",""Overall""]"	4.7
839671656	19574	13088	1	754	0.05761	5.1e-05	1	0.99	0.01	0.005	0.42	0.15	5.03	113381	8312	1	1	0	"[""IAB18""]"	"[{""id"":""1417"",""value"":""0.2""},{""id"":""362"",""value"":""0.2""},{""id"":""541"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""1109"",""value"":""0.2""}]"	"[""Health and Fitness""]"	4.8
1073350708	158	90	2	23	0.255556	0.012658	2	0	1	0.005	0.44	0.15	13.5	91854	99690	0	0	0	"[""IAB9-23"",""IAB9-30"",""IAB9-5""]"	"[{""id"":""885"",""value"":""0.7""},{""id"":""211"",""value"":""0.3""}]"	"[""Puzzle (Games)""]"	4.7
1123685874	82855	7286	8	1127	0.15468	9.7e-05	9	0.94	0.06	0.005	0.42	0.15	107.6	73717	115753	194	35	0.01	"[""IAB9-30"",""IAB9-5""]"	"[{""id"":""925"",""value"":""0.2""},{""id"":""937"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""105"",""value"":""0.2""},{""id"":""926"",""value"":""0.2""}]"	"[""Puzzle (Games)""]"	4.4
1193508329	884037	13176	32	640	0.048573	3.6e-05	46	1	0	0.005	3.35	0.15	102.23	35265	93180	784	52	0	"[""IAB1"",""IAB9-30"",""IAB9-5""]"	"[{""id"":""937"",""value"":""0.4""},{""id"":""1462"",""value"":""0.4""},{""id"":""105"",""value"":""0.2""}]"	"[""Board (Games)"",""Puzzle (Games)"",""Overall"",""Games""]"	4.8
388389451	60617	17474	2	742	0.042463	3.3e-05	3	0.76	0.24	0.005	0.42	0.15	103.16	101939	46268	1	1	0	"[""IAB18"",""IAB5""]"	"[{""id"":""1275"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""868"",""value"":""0.3""}]"	"[""Overall"",""Reference""]"	4.8
749046891	47326	5044	7	393	0.077914	0.000148	7	0.8	0.2	0.005	0.42	0.15	5.03	47276	15461	0	0	0	"[""IAB1"",""IAB18""]"	"[{""id"":""532"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""1071"",""value"":""0.3""}]"	"[""Entertainment"",""Overall""]"	4.8
336435697	110066	66577	1	2268	0.034066	9e-06	1	0.79	0.21	0.005	0.44	0.15	13.5	91854	88126	0	0	0	"[""IAB14"",""IAB19""]"	"[{""id"":""386"",""value"":""0.2""},{""id"":""1379"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""384"",""value"":""0.2""}]"	"[""Overall"",""Social Networking""]"	3.3
359917414	28292	4785	3	66	0.013793	0.000106	4	0	1	0.005	0.44	0.15	103.33	91854	72297	3	3	0	"[""IAB9-30"",""IAB9-7""]"	"[{""id"":""39"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""105"",""value"":""0.2""},{""id"":""926"",""value"":""0.2""}]"	"[""Overall"",""Card (Games)"",""Casino (Games)"",""Games""]"	4.6
727577974	23966	3801	3	100	0.026309	0.000125	4	0	1	0.005	0.44	0.15	86.92	91854	65144	0	0	0	"[""IAB1"",""IAB9-30"",""IAB9-5""]"	"[{""id"":""937"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""105"",""value"":""0.3""}]"	"[""Board (Games)"",""Puzzle (Games)""]"	4.7
576649830	18721	7308	2	446	0.061029	0.000107	2	0.99	0.01	0.005	0.42	0.15	102.25	89197	76063	65	31	0	"[""IAB14"",""IAB9-23""]"	"[{""id"":""577"",""value"":""0.2""},{""id"":""275"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""211"",""value"":""0.2""},{""id"":""978"",""value"":""0.1""}]"	"[""Photo and Video"",""Overall""]"	4.6
446784593	474	233	2	12	0.051502	0.004219	2	0.84	0.16	0.005	0.42	0.15	5.01	106834	113239	0	0	0	"[""IAB19""]"	"[{""id"":""224"",""value"":""0.2""},{""id"":""1323"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""394"",""value"":""0.2""},{""id"":""1109"",""value"":""0.1""}]"	"[""Productivity""]"	4.4
866546884	4372	376	11	12	0.031915	0.002516	8	0.96	0.04	0.005	0.42	0.15	5.02	129756	55378	1	1	0	"[""IAB9-30"",""IAB9-5""]"	"[{""id"":""937"",""value"":""0.3""},{""id"":""926"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""}]"	"[""Education (Games)"",""Board (Games)""]"	4.3
840919914	191482	19367	5	1148	0.059276	2.6e-05	7	0.94	0.06	0.005	3.35	0.15	107.61	87259	70985	1421	138	0	"[""IAB1"",""IAB9-30"",""IAB9-5""]"	"[{""id"":""937"",""name"":"""",""value"":""0.2""},{""id"":""926"",""name"":"""",""value"":""0.2""},{""id"":""1462"",""name"":"""",""value"":""0.2""},{""id"":""105"",""name"":"""",""value"":""0.2""}]"	"[""Board (Games)"",""Puzzle (Games)"",""Overall"",""Games""]"	4.1
768469908	103491	30851	3	1099	0.035623	2.9e-05	3	1	0	0.005	0.44	0.15	13.5	91854	88126	0	0	0	"[""IAB1"",""IAB9-23""]"	"[{""id"":""577"",""value"":""0.4""},{""id"":""1462"",""value"":""0.4""},{""id"":""439"",""value"":""0.3""}]"	"[""Photo and Video""]"	4.9
924005506	16403	1251	5	80	0.063949	0.000305	9	1	0	0.005	0.42	0.15	13.5	71408	88126	10	4	0	"[""IAB2""]"	"[{""id"":""498"",""value"":""0.5""},{""id"":""1462"",""value"":""0.5""}]"	"[""Business""]"	4.8
1272252756	113195	19123	3	1068	0.055849	2.7e-05	3	0.87	0.13	0.005	0.42	0.15	107.61	14862	109547	638	222	0.06	"[""IAB1""]"	null	"[""Entertainment""]"	2.4
441457218	97112	10835	5	835	0.077065	5.1e-05	5	0.86	0.14	0.005	0.42	0.15	107.6	81192	162119	34	8	0.09	"[""IAB1"",""IAB9-23""]"	"[{""id"":""577"",""value"":""0.5""},{""id"":""1462"",""value"":""0.5""}]"	"[""Photo and Video"",""Overall""]"	4.4
624329444	119	63	0	0	0.0	0.0	1	0	1	0.005	0.44	0.15	13.5	91854	32113	0	0	0	null	"[{""id"":""1417"",""value"":""0.2""},{""id"":""362"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""236"",""value"":""0.2""}]"	"[""Health and Fitness""]"	4.8
691103078	13	6	2	2	0.333333	0.153846	2	0	1	0.005	0.44	0.15	13.5	91854	99724	0	0	0	"[""IAB1"",""IAB9-30""]"	null	"[""Sports (Games)"",""Family (Games)""]"	4.1
809009732	203	157	1	8	0.050955	0.004926	1	1	0	0.005	0.42	0.15	13.5	84258	88126	0	0	0	"[""IAB14"",""IAB9-23""]"	"[{""id"":""978"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""529"",""value"":""0.3""},{""id"":""184"",""value"":""0.2""}]"	"[""Social Networking""]"	4.3
997362197	30222	12432	2	981	0.078909	6.6e-05	2	0.39	0.61	0.005	0.42	0.15	107.6	139778	116012	226	154	0.05	"[""IAB1"",""IAB9-23""]"	"[{""id"":""577"",""value"":""0.2""},{""id"":""275"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""211"",""value"":""0.2""}]"	"[""Photo and Video"",""Overall""]"	4.9
1024492593	199	115	2	16	0.13913	0.01005	1	0	1	0.005	0.44	0.15	5.02	91854	35585	0	0	0	"[""IAB1"",""IAB9-23""]"	"[{""id"":""577"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""211"",""value"":""0.3""},{""id"":""737"",""value"":""0.1""}]"	"[""Photo and Video""]"	4.6
913173849	39813	5395	5	907	0.168119	0.000126	5	0.18	0.82	0.005	0.42	0.15	5.02	127882	104682	14	8	0	"[""IAB9-30"",""IAB9-5""]"	"[{""id"":""926"",""value"":""0.2""},{""id"":""105"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""933"",""value"":""0.2""}]"	"[""Board (Games)""]"	4.3
1299745483	35430	3585	5	217	0.06053	0.000141	7	0.95	0.05	0.005	0.42	0.15	107.6	135868	117296	75	21	0.04	"[""IAB1"",""IAB9-30"",""IAB9-5""]"	"[{""id"":""926"",""name"":"""",""value"":""0.8""},{""id"":""105"",""name"":"""",""value"":""0.1""},{""id"":""932"",""name"":"""",""value"":""0.1""}]"	"[""unknown""]"	4.3
1040451985	137262	8912	8	698	0.078321	5.8e-05	8	0.98	0.02	0.005	0.42	0.15	102.23	16321	32833	71	14	0.01	"[""IAB1-6""]"	"[{""id"":""1090"",""value"":""0.2""},{""id"":""1464"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""321"",""value"":""0.2""},{""id"":""1092"",""value"":""0.2""}]"	"[""Music"",""Overall""]"	4.5
968744559	2169	458	2	87	0.189956	0.000922	3	0	1	0.005	0.44	0.15	4.73	91854	102859	7	3	0	"[""IAB9-30""]"	"[{""id"":""1311"",""value"":""0.4""},{""id"":""1462"",""value"":""0.4""},{""id"":""105"",""value"":""0.2""}]"	"[""Action (Games)"",""Arcade (Games)"",""Overall"",""Games""]"	4.2
1154345344	1422	366	2	20	0.054645	0.001406	2	1	0	0.005	0.42	0.15	13.5	119345	88126	2	1	0	"[""IAB18"",""IAB19""]"	"[{""id"":""529"",""value"":""0.6""},{""id"":""978"",""value"":""0.4""}]"	"[""Lifestyle""]"	4.1
1166091836	428	51	11	25	0.490196	0.025701	6	0.98	0.02	0.005	0.42	0.15	5.01	40282	108675	14	5	0	"[""IAB1""]"	"[{""id"":""381"",""value"":""0.2""},{""id"":""933"",""value"":""0.2""},{""id"":""935"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""622"",""value"":""0.2""}]"	"[""Entertainment""]"	4.1
1174039276	12821	2275	4	727	0.31956	0.000312	4	0	1	0.005	0.44	0.15	13.5	91854	115584	0	0	0	"[""IAB1"",""IAB9-30""]"	"[{""id"":""41"",""name"":"""",""value"":""0.4""},{""id"":""1462"",""name"":"""",""value"":""0.4""},{""id"":""930"",""name"":"""",""value"":""0.3""}]"	"[""Adventure (Games)"",""Games"",""Simulation (Games)""]"	3.6
1229618961	265677	34885	4	5702	0.163451	1.5e-05	5	0.94	0.06	0.005	0.42	0.15	107.63	34729	178117	3640	947	0.07	"[""IAB1"",""IAB9-30""]"	"[{""id"":""926"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""930"",""value"":""0.2""},{""id"":""927"",""value"":""0.1""},{""id"":""381"",""value"":""0.1""}]"	"[""Action (Games)"",""Arcade (Games)"",""Overall"",""Games""]"	4.3
534566035	45060	6955	4	689	0.099065	8.9e-05	5	1	0	0.005	0.42	0.15	4.99	102083	131128	58	25	0	"[""IAB1"",""IAB9-30"",""IAB9-5""]"	"[{""id"":""921"",""name"":"""",""value"":""0.4""},{""id"":""1462"",""name"":"""",""value"":""0.4""},{""id"":""105"",""name"":"""",""value"":""0.3""}]"	"[""Board (Games)""]"	4.7
1055416379	23899	4130	5	577	0.139709	0.000209	5	0.84	0.16	0.005	0.42	0.15	5.0	115320	147382	359	92	0.05	"[""IAB1"",""IAB9-30"",""IAB9-5""]"	"[{""id"":""539"",""value"":""0.2""},{""id"":""8"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""1050"",""value"":""0.2""},{""id"":""105"",""value"":""0.1""}]"	"[""Puzzle (Games)"",""Trivia (Games)"",""Overall"",""Games""]"	4.3
686365571	1354	538	2	239	0.444238	0.001477	2	0	1	0.005	0.44	0.15	13.5	91854	105070	0	0	0	"[""IAB9-30""]"	"[{""id"":""930"",""value"":""0.3""},{""id"":""41"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""105"",""value"":""0.2""}]"	"[""Action (Games)"",""Adventure (Games)"",""Overall"",""Games""]"	4.4
928165667	104	29	2	7	0.241379	0.019231	2	0.79	0.21	0.005	0.42	0.15	13.5	74199	120946	0	0	0	"[""IAB1"",""IAB9-30""]"	"[{""id"":""927"",""value"":""0.4""},{""id"":""1462"",""value"":""0.4""},{""id"":""930"",""value"":""0.3""}]"	"[""Racing (Games)""]"	4.5
1108482741	15240	4082	3	1207	0.295688	0.000197	3	0	1	0.005	0.44	0.15	5.01	91854	89106	0	0	0	"[""IAB9-30""]"	"[{""id"":""1495"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""927"",""value"":""0.3""}]"	"[""Overall"",""Racing (Games)"",""Games"",""Simulation (Games)""]"	4.1
1154436120	9056	2960	2	501	0.169257	0.000221	2	0.91	0.09	0.005	0.42	0.15	107.6	58193	111450	30	17	0.17	"[""IAB1"",""IAB9-30""]"	"[{""id"":""919"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""105"",""value"":""0.3""},{""id"":""928"",""value"":""0.2""}]"	"[""Action (Games)"",""Arcade (Games)"",""Overall"",""Games""]"	4.5
1191488599	4759	938	4	457	0.487207	0.000841	4	1	0	0.005	3.17	0.15	5.01	77522	211589	42	11	0	"[""IAB9-30""]"	"[{""id"":""927"",""value"":""0.2""},{""id"":""1311"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""105"",""value"":""0.2""}]"	"[""Action (Games)"",""Overall"",""Racing (Games)"",""Games""]"	4.7
1207201813	214	114	2	69	0.605263	0.009346	2	0	1	0.005	0.44	0.15	4.99	91854	106127	0	0	0	"[""IAB9-30""]"	"[{""id"":""927"",""value"":""0.2""},{""id"":""931"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""930"",""value"":""0.2""},{""id"":""381"",""value"":""0.1""}]"	"[""Racing (Games)"",""Simulation (Games)""]"	4.2
1215252556	31	14	2	19	1.357143	0.064516	2	0	1	0.005	0.44	0.15	13.5	91854	31329	0	0	0	"[""IAB9-30""]"	"[{""id"":""1495"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""105"",""value"":""0.3""},{""id"":""930"",""value"":""0.2""}]"	"[""Sports (Games)"",""Racing (Games)""]"	4.2
858525203	13350	1223	6	56	0.045789	0.000449	7	1	0	0.005	0.42	0.15	13.5	136835	88126	1	1	0	"[""IAB1"",""IAB9-30"",""IAB9-5""]"	"[{""id"":""937"",""value"":""0.2""},{""id"":""926"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""394"",""value"":""0.2""}]"	"[""Strategy (Games)"",""Puzzle (Games)""]"	4.7
1052231801	966	329	2	62	0.18845	0.00207	2	0.68	0.32	0.005	0.42	0.15	102.61	89944	134210	8	5	0	"[""IAB1"",""IAB9-30""]"	"[{""id"":""926"",""value"":""0.3""},{""id"":""1311"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""}]"	"[""Action (Games)"",""Arcade (Games)"",""Overall"",""Games""]"	4.3
1032201599	1495	644	2	89	0.138199	0.001338	2	0.84	0.16	0.005	0.42	0.15	103.28	136021	120986	12	9	0	"[""IAB19"",""IAB9-23""]"	"[{""id"":""577"",""value"":""0.5""},{""id"":""1462"",""value"":""0.5""}]"	"[""Photo and Video""]"	4.7
530957474	15574	7414	2	42	0.005665	0.000128	2	0.96	0.04	0.005	0.42	0.15	5.02	122214	89834	0	0	0	"[""IAB1"",""IAB9-23""]"	"[{""id"":""577"",""value"":""0.5""},{""id"":""1462"",""value"":""0.5""}]"	"[""Photo and Video"",""Overall""]"	4.7
1078064681	126	38	4	2	0.052632	0.031746	3	1	0	0.005	0.42	0.15	13.5	129594	88126	0	0	0	"[""IAB5""]"	[]	"[""unknown""]"	4.6
1234141021	10512	849	4	26	0.030624	0.000381	5	1	0	0.005	0.42	0.15	13.5	51897	88126	6	1	0	"[""IAB13"",""IAB19""]"	"[{""id"":""814"",""value"":""0.3""},{""id"":""1449"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""}]"	"[""Finance""]"	4.3
622434129	36967	13997	2	569	0.040652	5.4e-05	2	0.11	0.89	0.005	0.44	0.15	13.5	91854	3632	0	0	0	"[""IAB14"",""IAB9-23""]"	"[{""id"":""577"",""value"":""0.4""},{""id"":""1462"",""value"":""0.4""},{""id"":""439"",""value"":""0.2""}]"	"[""Photo and Video"",""Overall""]"	4.3
785638228	2837	1828	1	194	0.106127	0.000352	1	1	0	0.005	0.42	0.15	5.01	191801	84098	2	2	0	"[""IAB14"",""IAB9-23""]"	"[{""id"":""577"",""value"":""0.4""},{""id"":""1462"",""value"":""0.4""},{""id"":""978"",""value"":""0.1""}]"	"[""unknown""]"	4.7
928747806	4929	486	6	27	0.055556	0.001217	6	0.84	0.16	0.005	0.42	0.15	5.02	39801	26570	20	9	0.1	null	"[{""id"":""577"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""211"",""value"":""0.3""}]"	"[""Catalogs""]"	4.9
1112454011	491	139	3	31	0.223022	0.00611	3	0.71	0.29	0.005	0.42	0.15	101.82	133454	73224	5	3	0	"[""IAB1"",""IAB9-23""]"	"[{""id"":""577"",""value"":""0.4""},{""id"":""211"",""value"":""0.3""},{""id"":""978"",""value"":""0.2""}]"	"[""Photo and Video""]"	1.4
1148660096	1409	287	4	7	0.02439	0.002839	3	0.84	0.16	0.005	0.42	0.15	101.9	76093	59964	5	1	0	"[""IAB19""]"	"[{""id"":""95"",""value"":""0.2""},{""id"":""394"",""value"":""0.2""},{""id"":""695"",""value"":""0.2""},{""id"":""498"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""}]"	"[""Productivity""]"	3.8
490137658	18806	6245	2	329	0.052682	0.000106	2	1	0	0.005	0.42	0.15	13.5	108296	88126	5	4	0	"[""IAB20"",""IAB5""]"	"[{""id"":""1265"",""value"":""0.3""},{""id"":""692"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""}]"	"[""Reference""]"	4.5
896501514	21141	9711	1	652	0.06714	4.7e-05	1	0.89	0.11	0.005	0.42	0.15	102.23	110376	12777	5	5	0.2	"[""IAB19""]"	"[{""id"":""558"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""401"",""value"":""0.3""},{""id"":""195"",""value"":""0.1""},{""id"":""198"",""value"":""0.1""}]"	"[""Overall"",""Health and Fitness""]"	4.9
951744068	10530	4776	2	1039	0.217546	0.00019	2	0.07	0.93	0.005	0.42	0.15	13.5	191801	149260	0	0	0	"[""IAB1"",""IAB9-30""]"	"[{""id"":""927"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""930"",""value"":""0.3""}]"	"[""Arcade (Games)"",""Overall"",""Racing (Games)"",""Games""]"	4.6
1054818220	731	114	2	14	0.122807	0.002736	3	0.77	0.23	0.005	0.42	0.15	5.01	75968	83588	0	0	0	"[""IAB1"",""IAB9-30""]"	"[{""id"":""926"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""930"",""value"":""0.2""},{""id"":""622"",""value"":""0.2""},{""id"":""381"",""value"":""0.1""}]"	"[""Action (Games)"",""Arcade (Games)"",""Games""]"	4.5
1103238599	87042	3396	7	340	0.100118	8e-05	11	0.91	0.09	0.005	0.42	0.15	107.56	52689	124625	68	9	0	"[""IAB9-30"",""IAB9-5""]"	"[{""id"":""937"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""926"",""value"":""0.2""},{""id"":""105"",""value"":""0.2""},{""id"":""381"",""value"":""0.2""}]"	"[""Board (Games)"",""Puzzle (Games)""]"	4.2
1133749572	365	123	2	37	0.300813	0.005479	2	0.82	0.18	0.005	0.42	0.15	5.02	78916	85082	2	1	0	"[""IAB1"",""IAB9-30""]"	"[{""id"":""1311"",""value"":""0.3""},{""id"":""919"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""}]"	"[""Action (Games)"",""Arcade (Games)"",""Games""]"	4.6
1293646758	739435	31689	14	5132	0.161949	1.9e-05	16	0.98	0.02	0.005	3.35	0.15	107.6	26288	103258	7792	379	0	"[""IAB1"",""IAB18""]"	[]	"[""Entertainment"",""Overall""]"	4.7
1308209088	730357	16324	26	2253	0.138018	3.6e-05	30	0.98	0.02	0.005	3.35	0.15	107.6	10981	24525	4253	324	0	"[""IAB1"",""IAB9-30""]"	[]	"[""unknown""]"	4.4
1319623038	251515	10256	9	557	0.05431	3.6e-05	16	0.79	0.21	0.005	0.42	0.15	107.6	108299	69319	304	55	0.07	"[""IAB1"",""IAB9-30"",""IAB9-5""]"	[]	"[""unknown""]"	4.5
644907661	21574	6366	2	1342	0.210807	9.3e-05	2	0	1	0.005	0.44	0.15	5.01	91854	200809	0	0	0	"[""IAB1"",""IAB9-30""]"	"[{""id"":""927"",""value"":""0.4""},{""id"":""1462"",""value"":""0.4""},{""id"":""105"",""value"":""0.3""}]"	"[""Overall"",""Racing (Games)"",""Games"",""Simulation (Games)""]"	4.6
845139175	9780	1858	3	271	0.145856	0.000307	4	0.97	0.03	0.005	0.42	0.15	5.02	64564	65810	118	19	0	"[""IAB19""]"	"[{""id"":""1265"",""value"":""0.4""},{""id"":""1462"",""value"":""0.4""},{""id"":""692"",""value"":""0.2""}]"	"[""Productivity""]"	4.5
881819787	8403	952	7	430	0.451681	0.000833	6	0.96	0.04	0.005	0.42	0.15	107.6	98944	158808	907	47	0.02	"[""IAB9-30"",""IAB9-5""]"	[]	"[""Overall"",""Board (Games)"",""Games"",""Strategy (Games)""]"	4.7
1141307525	1127	242	4	240	0.991736	0.003549	4	0.95	0.05	0.005	0.42	0.15	13.5	103975	140981	205	61	0.03	"[""IAB1"",""IAB9-30""]"	"[{""id"":""1495"",""value"":""0.3""},{""id"":""927"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""105"",""value"":""0.2""}]"	"[""Racing (Games)""]"	3.3
1202238768	378	234	1	131	0.559829	0.002646	1	0	1	0.005	0.44	0.15	13.5	91854	77816	0	0	0	"[""IAB9-30""]"	"[{""id"":""105"",""value"":""1""}]"	"[""Racing (Games)"",""Games"",""Simulation (Games)""]"	3.8
1210753620	158543	8578	10	1510	0.176032	6.3e-05	12	0.96	0.04	0.005	0.42	0.15	107.61	49299	66475	6290	612	0.02	"[""IAB17"",""IAB9-30""]"	[]	"[""Overall"",""Sports""]"	4.8
1257043104	32388	6952	3	1150	0.16542	9.3e-05	3	0.9	0.1	0.005	0.42	0.15	107.6	25251	162907	222	81	0.04	"[""IAB1"",""IAB9-30""]"	[]	"[""unknown""]"	4.6
1286657359	14330	3727	2	1370	0.367588	0.00014	2	0.01	0.99	0.005	0.44	0.15	107.3	91854	71123	0	0	0	"[""IAB1"",""IAB9-30""]"	"[{""id"":""231"",""name"":"""",""value"":""0.3""},{""id"":""1252"",""name"":"""",""value"":""0.3""},{""id"":""932"",""name"":"""",""value"":""0.2""},{""id"":""211"",""name"":"""",""value"":""0.2""}]"	"[""unknown""]"	4.5
1301933563	6599	153	26	104	0.679739	0.00394	21	1	0	0.005	0.42	0.15	13.5	30338	88126	342	15	0	"[""IAB1"",""IAB9-30""]"	[]	"[""unknown""]"	2.2
1315683948	26915	4749	4	883	0.185934	0.000149	4	0	1	0.005	0.44	0.15	13.5	91854	50504	0	0	0	"[""IAB1"",""IAB9-30""]"	[]	"[""Action (Games)"",""Arcade (Games)"",""Games""]"	4.1
1315984279	2294	1054	2	230	0.218216	0.000872	2	0.79	0.21	0.005	0.42	0.15	102.25	60354	94675	1	1	0	"[""IAB1"",""IAB9-30""]"	[]	"[""unknown""]"	4.8
