bundle	all_requests	all_uniq_ifa	segment_requests	segment_uniq_ifa	segment_ifa_share	requests_share	unique_traffic	format_ratio_f10	format_ratio_f41	mean_wincost_f10	bid_floor_f10	mean_wincost_f41	bid_floor_f41	ad_frequency_f10	ad_frequency_f41	views_app	views_ifa	ctr	categories_iab	categories_google	categories_annie	avg_rate_appstore
551385904	24	12	1	2	0.166667	0.041667	2	0.9	0.1	0.005	0.42	0.15	13.5	64664	29992	0	0	0	"[""IAB9-23""]"	"[{""id"":""978"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""529"",""value"":""0.2""},{""id"":""211"",""value"":""0.2""},{""id"":""1379"",""value"":""0.1""}]"	"[""Photo and Video""]"	3.5
1150478780	48	25	1	2	0.08	0.020833	2	0.75	0.25	0.005	0.44	0.15	5.0	91854	4030	0	0	0	"[""IAB1"",""IAB19""]"	"[{""id"":""305"",""value"":""0.5""},{""id"":""211"",""value"":""0.3""},{""id"":""1192"",""value"":""0.2""}]"	"[""unknown""]"	1.2
987425514	354	21	0	0	0.0	0.0	11	0.99	0.01	0.005	0.44	0.15	13.5	136783	59660	0	0	0	"[""IAB1"",""IAB9-23""]"	"[{""id"":""211"",""value"":""0.6""},{""id"":""305"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""}]"	"[""Photo and Video""]"	2.7
525818839	6	5	2	1	0.2	0.333333	1	0	1	0.005	0.44	0.15	13.5	91854	88126	0	0	0	"[""IAB9-30""]"	null	"[""Strategy (Games)"",""Overall"",""Games"",""Simulation (Games)""]"	4.8
909610529	3	3	0	0	0.0	0.0	1	0	1	0.005	0.44	0.15	13.5	91854	88126	0	0	0	"[""IAB18""]"	"[{""id"":""94"",""value"":""0.5""},{""id"":""236"",""value"":""0.5""}]"	"[""Health and Fitness""]"	4.7
997325025	54	27	1	4	0.148148	0.018519	1	0.62	0.38	0.005	0.42	0.15	5.01	91854	80452	0	0	0	"[""IAB18""]"	"[{""id"":""1237"",""value"":""0.5""},{""id"":""1462"",""value"":""0.5""}]"	"[""unknown""]"	3.3
550012880	852	36	2	5	0.138889	0.002347	6	0.79	0.21	0.005	0.44	0.15	13.5	91854	88126	0	0	0	"[""IAB1"",""IAB12""]"	[]	"[""unknown""]"	2.1
543277853	179	75	1	5	0.066667	0.005587	2	1	0	0.005	0.44	0.15	13.5	91854	88126	0	0	0	"[""IAB19""]"	"[{""id"":""695"",""value"":""0.3""},{""id"":""691"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""}]"	"[""Utilities""]"	4.6
448033053	17	11	0	0	0.0	0.0	1	0.52	0.48	0.005	0.44	0.15	13.5	91854	13097	0	0	0	"[""IAB19"",""IAB9-23""]"	"[{""id"":""224"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""321"",""value"":""0.2""},{""id"":""343"",""value"":""0.1""},{""id"":""394"",""value"":""0.1""}]"	"[""Photo and Video"",""Overall""]"	3.8
958862247	7	5	1	5	1.0	0.142857	2	1	0	0.005	0.42	0.15	13.5	91854	88126	0	0	0	"[""IAB1""]"	"[{""id"":""449"",""value"":""0.6""},{""id"":""211"",""value"":""0.4""}]"	"[""Entertainment""]"	2.9
1125812800	75	31	3	14	0.451613	0.04	2	0.69	0.31	0.005	0.42	0.15	5.01	40758	105272	4	3	0	"[""IAB1"",""IAB9-25"",""IAB9-30""]"	"[{""id"":""449"",""value"":""0.3""},{""id"":""746"",""value"":""0.3""},{""id"":""63"",""value"":""0.2""},{""id"":""1299"",""value"":""0.2""}]"	"[""Role Playing (Games)""]"	3.3
624591476	22	14	1	4	0.285714	0.045455	1	0	1	0.005	0.44	0.15	5.01	91854	68003	0	0	0	"[""IAB5"",""IAB9-30""]"	"[{""id"":""24"",""value"":""1""}]"	"[""Education""]"	4.5
1128209648	3843	327	4	4	0.012232	0.001041	8	0.98	0.02	0.005	0.42	0.15	5.02	131431	58330	0	0	0	"[""IAB1"",""IAB9-30"",""IAB9-5""]"	"[{""id"":""105"",""value"":""0.5""},{""id"":""937"",""value"":""0.5""}]"	"[""Board (Games)"",""Dice (Games)""]"	4.6
1066238416	173	38	2	2	0.052632	0.011561	4	0.95	0.05	0.005	0.44	0.15	5.02	119439	173342	0	0	0	"[""IAB1"",""IAB9-23""]"	"[{""id"":""577"",""value"":""0.3""},{""id"":""439"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""211"",""value"":""0.1""}]"	"[""Photo and Video""]"	4.8
879938101	31	14	2	4	0.285714	0.064516	2	0.47	0.53	0.005	0.42	0.15	5.0	117801	117072	0	0	0	"[""IAB1"",""IAB9-23""]"	"[{""id"":""539"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""184"",""value"":""0.2""},{""id"":""1109"",""value"":""0.2""},{""id"":""1174"",""value"":""0.2""}]"	"[""Photo and Video""]"	4.2
1215691000	31	16	2	3	0.1875	0.064516	2	0.77	0.23	0.005	0.42	0.15	5.01	91854	30742	0	0	0	"[""IAB1"",""IAB9-30""]"	"[{""id"":""108"",""value"":""1""}]"	"[""Action (Games)"",""Music (Games)""]"	3.9
551544969	74	8	0	0	0.0	0.0	5	0.52	0.48	0.005	0.44	0.15	13.5	38656	45569	0	0	0	"[""IAB5"",""IAB9-30""]"	"[{""id"":""694"",""value"":""0.6""},{""id"":""937"",""value"":""0.4""}]"	"[""unknown""]"	3.3
494368201	126	66	2	2	0.030303	0.015873	2	0.99	0.01	0.005	0.42	0.15	4.98	56293	88126	0	0	0	"[""IAB5""]"	"[{""id"":""692"",""value"":""0.5""},{""id"":""1265"",""value"":""0.5""}]"	"[""Reference""]"	2.5
999576758	5	3	2	2	0.666667	0.4	2	1	0	0.005	0.42	0.15	13.5	91854	88126	0	0	0	"[""IAB1"",""IAB9-30""]"	"[{""id"":""1311"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""105"",""value"":""0.3""}]"	"[""Action (Games)"",""Arcade (Games)""]"	3.9
619814752	115	60	1	7	0.116667	0.008696	1	0	1	0.005	0.44	0.15	5.02	91854	62007	0	0	0	"[""IAB15-10"",""IAB20""]"	null	"[""Weather""]"	4.5
1229992908	46	21	2	18	0.857143	0.043478	2	0	1	0.005	0.44	0.15	13.5	91854	87457	0	0	0	"[""IAB9-30""]"	"[{""id"":""927"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""930"",""value"":""0.3""},{""id"":""935"",""value"":""0.2""}]"	"[""Sports (Games)"",""Racing (Games)""]"	4.7
1095034404	20	18	1	1	0.055556	0.05	1	0	1	0.005	0.44	0.15	4.99	91854	88126	0	0	0	"[""IAB19"",""IAB5""]"	"[{""id"":""844"",""value"":""1""}]"	"[""Utilities""]"	4.6
580666714	2809	67	33	42	0.626866	0.011748	23	0.99	0.01	0.005	0.42	0.15	4.97	41460	80267	62	5	0	"[""IAB9-30""]"	"[{""id"":""1497"",""name"":"""",""value"":""0.2""},{""id"":""926"",""name"":"""",""value"":""0.2""},{""id"":""1462"",""name"":"""",""value"":""0.2""},{""id"":""1491"",""name"":"""",""value"":""0.2""},{""id"":""105"",""name"":"""",""value"":""0.1""}]"	"[""Racing (Games)"",""Simulation (Games)""]"	3.4
1128855720	130	15	7	7	0.466667	0.053846	4	0.96	0.04	0.005	0.42	0.15	13.5	105843	65050	2	1	0	"[""IAB1"",""IAB9-30""]"	"[{""id"":""927"",""name"":"""",""value"":""0.5""},{""id"":""1462"",""name"":"""",""value"":""0.5""}]"	"[""Racing (Games)"",""Simulation (Games)""]"	3.1
1118660517	3	2	2	2	1.0	0.666667	1	0.43	0.57	0.005	0.44	0.15	5.0	91854	88126	0	0	0	"[""IAB18"",""IAB5""]"	null	"[""unknown""]"	4.6
586167688	217	69	6	5	0.072464	0.02765	2	0.9	0.1	0.005	0.42	0.15	5.02	41720	98829	6	1	0	"[""IAB2""]"	"[{""id"":""486"",""value"":""0.3""},{""id"":""495"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""498"",""value"":""0.2""}]"	"[""Business""]"	4.4
1115751006	703	57	10	4	0.070175	0.014225	8	0.93	0.07	0.005	0.42	0.15	5.01	80935	99496	0	0	0	"[""IAB1"",""IAB9-30"",""IAB9-5""]"	"[{""id"":""105"",""value"":""0.4""},{""id"":""926"",""value"":""0.4""},{""id"":""447"",""value"":""0.2""}]"	"[""unknown""]"	4.6
1168067169	284	42	7	47	1.119048	0.024648	6	0.01	0.99	0.005	0.44	0.15	13.5	91854	30675	0	0	0	"[""IAB9-30"",""IAB9-5""]"	"[{""id"":""211"",""value"":""0.3""},{""id"":""105"",""value"":""0.3""},{""id"":""926"",""value"":""0.2""},{""id"":""447"",""value"":""0.2""}]"	"[""Puzzle (Games)""]"	4.4
1232042993	72	23	3	18	0.782609	0.041667	2	0.81	0.19	0.005	0.42	0.15	5.01	88393	65007	2	1	0	"[""IAB1"",""IAB19""]"	"[{""id"":""182"",""value"":""0.6""},{""id"":""211"",""value"":""0.4""}]"	"[""Entertainment""]"	3.9
1163792680	19	13	1	2	0.153846	0.052632	1	0	1	0.005	0.44	0.15	5.02	91854	72618	0	0	0	"[""IAB1"",""IAB18""]"	"[{""id"":""211"",""name"":"""",""value"":""0.3""},{""id"":""65"",""name"":"""",""value"":""0.3""},{""id"":""384"",""name"":"""",""value"":""0.2""},{""id"":""678"",""name"":"""",""value"":""0.2""}]"	"[""unknown""]"	4.1
291973577	1210	39	2	1	0.025641	0.001653	13	1	0	0.005	0.44	0.15	13.5	27966	88126	0	0	0	"[""IAB12"",""IAB13""]"	"[{""id"":""1163"",""value"":""0.5""},{""id"":""1462"",""value"":""0.5""}]"	"[""unknown""]"	4.4
1108200316	53	23	3	1	0.043478	0.056604	2	0.94	0.07	0.005	0.44	0.15	13.5	67132	88126	0	0	0	"[""IAB20"",""IAB5""]"	"[{""id"":""1265"",""name"":"""",""value"":""0.4""},{""id"":""374"",""name"":"""",""value"":""0.2""},{""id"":""1264"",""name"":"""",""value"":""0.2""},{""id"":""168"",""name"":"""",""value"":""0.2""}]"	"[""unknown""]"	4.7
541873446	735	80	3	5	0.0625	0.004082	7	1	0	0.005	0.42	0.15	13.5	61468	88126	0	0	0	"[""IAB19""]"	"[{""id"":""493"",""value"":""0.2""},{""id"":""224"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""1109"",""value"":""0.2""},{""id"":""1071"",""value"":""0.1""}]"	"[""unknown""]"	4.1
1318113882	23	12	0	0	0.0	0.0	2	0.42	0.58	0.005	0.44	0.15	13.5	91854	131004	0	0	0	"[""IAB1"",""IAB9-23""]"	"[{""id"":""577"",""name"":"""",""value"":""0.6""},{""id"":""439"",""name"":"""",""value"":""0.2""},{""id"":""100"",""name"":"""",""value"":""0.1""},{""id"":""978"",""name"":"""",""value"":""0.1""}]"	"[""unknown""]"	4.3
863933427	1638	123	11	4	0.03252	0.006716	9	0.98	0.02	0.005	0.42	0.15	5.02	20779	33324	18	1	0	"[""IAB13"",""IAB19""]"	"[{""id"":""1341"",""value"":""0.5""},{""id"":""343"",""value"":""0.3""},{""id"":""278"",""value"":""0.2""}]"	"[""unknown""]"	4.3
397227037	671	32	4	1	0.03125	0.005961	13	0.98	0.02	0.005	0.42	0.15	5.0	110794	52379	0	0	0	"[""IAB1"",""IAB9-30"",""IAB9-5""]"	"[{""id"":""937"",""value"":""0.4""},{""id"":""1462"",""value"":""0.4""},{""id"":""105"",""value"":""0.2""}]"	"[""Puzzle (Games)"",""Board (Games)""]"	4.1
529096824	1129	55	4	5	0.090909	0.003543	7	0.87	0.13	0.005	0.42	0.15	13.5	58634	190066	0	0	0	"[""IAB1"",""IAB9-30""]"	"[{""id"":""1311"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""622"",""value"":""0.3""},{""id"":""105"",""value"":""0.2""}]"	"[""Action (Games)"",""Arcade (Games)"",""Games""]"	4.1
469369175	68	28	1	1	0.035714	0.014706	2	0	1	0.005	0.44	0.15	13.5	91854	125897	0	0	0	"[""IAB1"",""IAB9-30""]"	"[{""id"":""927"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""105"",""value"":""0.3""}]"	"[""Arcade (Games)"",""Overall"",""Racing (Games)"",""Games""]"	4.7
466399294	1495	33	0	0	0.0	0.0	28	0.99	0.01	0.005	0.44	0.15	13.5	31656	67820	0	0	0	"[""IAB1"",""IAB9-30"",""IAB9-5""]"	"[{""id"":""921"",""name"":"""",""value"":""0.3""},{""id"":""1462"",""name"":"""",""value"":""0.3""},{""id"":""105"",""name"":"""",""value"":""0.3""},{""id"":""930"",""name"":"""",""value"":""0.2""}]"	"[""Strategy (Games)"",""Board (Games)""]"	4.1
1149286856	93	21	6	1	0.047619	0.064516	3	0.99	0.01	0.005	0.42	0.15	13.5	160543	88126	0	0	0	"[""IAB1"",""IAB9-30"",""IAB9-5""]"	"[{""id"":""921"",""value"":""0.4""},{""id"":""105"",""value"":""0.4""},{""id"":""920"",""value"":""0.2""}]"	"[""Board (Games)""]"	4.6
463488969	29	12	2	6	0.5	0.068966	3	1	0	0.005	0.42	0.15	13.5	142064	88126	0	0	0	"[""IAB1"",""IAB9-25"",""IAB9-30""]"	"[{""id"":""41"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""105"",""value"":""0.3""}]"	"[""Adventure (Games)"",""Role Playing (Games)""]"	3.7
989887102	39	17	3	11	0.647059	0.076923	2	0.92	0.08	0.005	0.42	0.15	5.01	24530	68276	0	0	0	"[""IAB9-30""]"	"[{""id"":""1417"",""value"":""0.7""},{""id"":""541"",""value"":""0.3""}]"	"[""unknown""]"	3.3
1120127309	9	5	1	5	1.0	0.111111	2	1	0	0.005	0.42	0.15	13.5	91854	88126	0	0	0	"[""IAB1""]"	"[{""id"":""182"",""value"":""0.6""},{""id"":""211"",""value"":""0.4""}]"	"[""Entertainment""]"	4.6
1187901340	54	34	2	24	0.705882	0.037037	2	0.86	0.14	0.005	0.42	0.15	5.02	162601	205358	0	0	0	"[""IAB1"",""IAB9-30""]"	null	"[""Education (Games)""]"	4.2
982198724	43	21	3	1	0.047619	0.069767	2	0	1	0.005	0.44	0.15	13.5	91854	69433	0	0	0	"[""IAB5"",""IAB9-30""]"	"[{""id"":""105"",""name"":"""",""value"":""0.5""},{""id"":""926"",""name"":"""",""value"":""0.3""},{""id"":""447"",""name"":"""",""value"":""0.2""}]"	"[""unknown""]"	3.5
483574628	225	82	2	3	0.036585	0.008889	2	0.96	0.04	0.005	0.42	0.15	5.01	139541	3298	0	0	0	"[""IAB1-6"",""IAB18""]"	"[{""id"":""215"",""value"":""0.3""},{""id"":""220"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""}]"	"[""unknown""]"	3.4
578887757	491	77	3	2	0.025974	0.00611	4	0.62	0.38	0.005	0.42	0.15	5.01	68694	51279	2	1	0	"[""IAB5"",""IAB9-23""]"	"[{""id"":""577"",""value"":""0.5""},{""id"":""1462"",""value"":""0.5""}]"	"[""Reference""]"	4.6
1262026106	822	55	11	8	0.145455	0.013382	11	0.98	0.02	0.005	0.42	0.15	5.01	84134	60885	0	0	0	"[""IAB1""]"	"[{""id"":""1397"",""value"":""1""}]"	"[""unknown""]"	4.9
570643020	200	23	4	3	0.130435	0.02	3	0.84	0.16	0.005	0.42	0.15	5.01	71729	215178	0	0	0	"[""IAB17"",""IAB9-30""]"	"[{""id"":""932"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""105"",""value"":""0.3""}]"	"[""Sports (Games)"",""Simulation (Games)""]"	4.2
919974888	72	12	0	0	0.0	0.0	4	1	0	0.005	0.44	0.15	13.5	67387	88126	0	0	0	"[""IAB18""]"	[]	"[""unknown""]"	1.9
815120477	173	33	4	4	0.121212	0.023121	4	0.9	0.1	0.005	0.42	0.15	13.5	88083	147834	3	1	0	"[""IAB5"",""IAB9-30""]"	"[{""id"":""105"",""name"":"""",""value"":""0.5""},{""id"":""1050"",""name"":"""",""value"":""0.3""},{""id"":""447"",""name"":"""",""value"":""0.2""}]"	"[""unknown""]"	4.1
528016497	184	33	6	3	0.090909	0.032609	4	0.93	0.07	0.005	0.42	0.15	5.01	100941	103368	0	0	0	"[""IAB1"",""IAB9-30""]"	"[{""id"":""1091"",""value"":""0.2""},{""id"":""1047"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""182"",""value"":""0.2""},{""id"":""211"",""value"":""0.1""}]"	"[""Entertainment""]"	4.8
1247652978	34	15	2	12	0.8	0.058824	2	0.66	0.34	0.005	0.42	0.15	5.02	91854	165912	2	1	0	"[""IAB1"",""IAB1-6"",""IAB9-30""]"	"[{""id"":""211"",""value"":""0.4""},{""id"":""1079"",""value"":""0.3""},{""id"":""615"",""value"":""0.3""}]"	"[""Music (Games)""]"	4.6
1078594732	13	6	2	8	1.333333	0.153846	2	0.89	0.11	0.005	0.42	0.15	13.5	76381	88126	1	1	0	"[""IAB1"",""IAB9-30""]"	"[{""id"":""1495"",""value"":""0.6""},{""id"":""927"",""value"":""0.4""}]"	"[""unknown""]"	2.4
484604482	65	28	1	2	0.071429	0.015385	2	0.86	0.14	0.005	0.44	0.15	5.01	77132	60922	1	1	0	"[""IAB19"",""IAB9-23""]"	"[{""id"":""577"",""value"":""0.5""},{""id"":""1462"",""value"":""0.5""}]"	"[""Photo and Video""]"	3.5
406141511	325	47	2	4	0.085106	0.006154	4	1	0	0.005	0.44	0.15	13.5	56854	88126	0	0	0	"[""IAB19""]"	"[{""id"":""224"",""value"":""0.3""},{""id"":""695"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""}]"	"[""Utilities""]"	4.6
955077456	56	11	0	0	0.0	0.0	3	0.92	0.08	0.005	0.44	0.15	13.5	99967	213729	0	0	0	"[""IAB5""]"	[]	"[""unknown""]"	4.9
1135209949	5	2	0	0	0.0	0.0	3	0.5	0.5	0.005	0.44	0.15	13.5	91854	88126	0	0	0	"[""IAB14""]"	"[{""id"":""291"",""value"":""0.3""},{""id"":""259"",""value"":""0.3""},{""id"":""211"",""value"":""0.2""},{""id"":""357"",""value"":""0.2""}]"	"[""unknown""]"	4.9
954160396	139	60	2	18	0.3	0.014388	2	0.81	0.19	0.005	0.42	0.15	5.02	102822	139101	0	0	0	"[""IAB1"",""IAB9-30""]"	"[{""id"":""926"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""105"",""value"":""0.3""}]"	"[""Racing (Games)""]"	3.5
1080151519	19	7	0	0	0.0	0.0	2	0.9	0.1	0.005	0.44	0.15	13.5	91854	88126	0	0	0	"[""IAB1"",""IAB12""]"	[]	"[""unknown""]"	1.6
906717166	151	41	6	4	0.097561	0.039735	3	0.97	0.03	0.005	0.42	0.15	13.5	116246	150355	0	0	0	"[""IAB1"",""IAB9-23""]"	"[{""id"":""577"",""value"":""0.5""},{""id"":""1462"",""value"":""0.5""}]"	"[""unknown""]"	4.5
604921715	21	6	2	1	0.166667	0.095238	3	0.88	0.12	0.005	0.42	0.15	5.01	56264	88126	0	0	0	"[""IAB1"",""IAB9-30"",""IAB9-5""]"	"[{""id"":""926"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""105"",""value"":""0.3""}]"	"[""Board (Games)"",""Puzzle (Games)"",""Games""]"	4.4
1039133332	39	22	1	1	0.045455	0.025641	2	0.75	0.25	0.005	0.44	0.15	102.22	91854	50685	0	0	0	"[""IAB14"",""IAB9-23""]"	"[{""id"":""211"",""value"":""1""}]"	"[""Photo and Video""]"	4.6
961539727	161	31	1	1	0.032258	0.006211	3	0.87	0.13	0.005	0.44	0.15	13.5	124824	108358	0	0	0	"[""IAB1"",""IAB9-30"",""IAB9-5""]"	"[{""id"":""937"",""value"":""0.5""},{""id"":""1462"",""value"":""0.5""}]"	"[""Board (Games)""]"	4.3
1258271838	63	23	0	0	0.0	0.0	2	0.31	0.69	0.005	0.44	0.15	13.5	91854	94291	0	0	0	"[""IAB14"",""IAB19""]"	"[{""id"":""529"",""value"":""0.3""},{""id"":""978"",""value"":""0.3""},{""id"":""211"",""value"":""0.3""},{""id"":""1222"",""value"":""0.2""}]"	"[""unknown""]"	4.6
1133859525	40	14	2	2	0.142857	0.05	2	0.59	0.41	0.005	0.44	0.15	5.02	91854	28150	0	0	0	"[""IAB1"",""IAB18""]"	"[{""id"":""578"",""value"":""1""}]"	"[""unknown""]"	1.8
1271215652	16	7	3	2	0.285714	0.1875	2	0	1	0.005	0.44	0.15	5.01	91854	43459	0	0	0	"[""IAB13"",""IAB19""]"	null	"[""unknown""]"	4.8
1178659069	9	3	5	1	0.333333	0.555556	4	0.46	0.54	0.005	0.42	0.15	4.99	91854	48825	0	0	0	"[""IAB1"",""IAB18""]"	"[{""id"":""211"",""value"":""0.2""},{""id"":""529"",""value"":""0.2""},{""id"":""578"",""value"":""0.2""},{""id"":""978"",""value"":""0.2""},{""id"":""1222"",""value"":""0.2""}]"	"[""Entertainment""]"	4.2
1081530898	13	8	0	0	0.0	0.0	1	0.79	0.21	0.005	0.44	0.15	13.5	91854	88126	0	0	0	"[""IAB1-1"",""IAB11-4"",""IAB12""]"	"[{""id"":""412"",""value"":""0.5""},{""id"":""980"",""value"":""0.3""},{""id"":""211"",""value"":""0.2""}]"	"[""News \u0026 Politics (Magazines and Newspapers)"",""Literary Magazines \u0026 Journals (Magazines and Newspapers)"",""Magazines and Newspapers"",""News""]"	4.7
1055966280	22	16	0	0	0.0	0.0	1	0.83	0.17	0.005	0.44	0.15	13.5	91854	88126	0	0	0	"[""IAB1"",""IAB9-23""]"	"[{""id"":""211"",""value"":""0.3""},{""id"":""1223"",""value"":""0.3""},{""id"":""394"",""value"":""0.2""},{""id"":""978"",""value"":""0.2""}]"	"[""unknown""]"	2.8
601831333	15	14	1	2	0.142857	0.066667	1	0	1	0.005	0.44	0.15	4.98	91854	27676	0	0	0	"[""IAB1"",""IAB19""]"	"[{""id"":""532"",""value"":""0.2""},{""id"":""805"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""1109"",""value"":""0.1""},{""id"":""1379"",""value"":""0.1""}]"	"[""Utilities""]"	4.8
1069709715	8	3	4	1	0.333333	0.5	3	0.65	0.35	0.005	0.42	0.15	4.99	91854	88126	0	0	0	"[""IAB5""]"	"[{""id"":""1266"",""value"":""0.6""},{""id"":""108"",""value"":""0.4""}]"	"[""Education""]"	4.5
914433115	120	49	1	8	0.163265	0.008333	2	0.86	0.14	0.005	0.42	0.15	5.01	89881	58536	0	0	0	"[""IAB9-30""]"	"[{""id"":""926"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""105"",""value"":""0.3""},{""id"":""41"",""value"":""0.1""}]"	"[""Family (Games)"",""Music (Games)""]"	4.3
435919851	7	4	0	0	0.0	0.0	2	0.55	0.45	0.005	0.44	0.15	13.5	91854	88126	0	0	0	"[""IAB20""]"	null	"[""Navigation""]"	4.9
1074340174	591	64	5	22	0.34375	0.00846	5	0.99	0.01	0.005	0.42	0.15	13.5	154690	209677	0	0	0	"[""IAB17"",""IAB9-30""]"	"[{""id"":""932"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""622"",""value"":""0.2""},{""id"":""930"",""value"":""0.2""},{""id"":""935"",""value"":""0.2""}]"	"[""Sports (Games)""]"	4.7
640032822	13	10	0	0	0.0	0.0	1	0	1	0.005	0.44	0.15	13.5	91854	88126	0	0	0	"[""IAB1"",""IAB9-23""]"	"[{""id"":""577"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""211"",""value"":""0.2""},{""id"":""805"",""value"":""0.2""}]"	"[""Photo and Video""]"	4.2
918413324	2	2	0	0	0.0	0.0	1	0	1	0.005	0.44	0.15	13.5	91854	88126	0	0	0	"[""IAB9-23"",""IAB9-30"",""IAB9-5""]"	"[{""id"":""1174"",""name"":"""",""value"":""0.4""},{""id"":""211"",""name"":"""",""value"":""0.3""},{""id"":""381"",""name"":"""",""value"":""0.3""}]"	"[""unknown""]"	4.4
1099104469	74	59	1	34	0.576271	0.013514	1	0	1	0.005	0.44	0.15	13.5	91854	108194	0	0	0	"[""IAB5"",""IAB9-30"",""IAB9-5""]"	"[{""id"":""931"",""value"":""0.2""},{""id"":""138"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""473"",""value"":""0.2""},{""id"":""89"",""value"":""0.1""}]"	"[""Puzzle (Games)"",""Simulation (Games)""]"	2.7
845044428	235	36	1	1	0.027778	0.004255	3	0.74	0.26	0.005	0.44	0.15	5.0	126106	146110	0	0	0	"[""IAB5"",""IAB9-30"",""IAB9-5""]"	"[{""id"":""937"",""value"":""0.4""},{""id"":""1462"",""value"":""0.4""},{""id"":""105"",""value"":""0.2""}]"	"[""Education (Games)"",""Puzzle (Games)""]"	4.8
1073389796	36	19	1	2	0.105263	0.027778	2	0	1	0.005	0.44	0.15	5.02	91854	94530	0	0	0	"[""IAB1"",""IAB9-30"",""IAB9-5""]"	"[{""id"":""1311"",""value"":""0.2""},{""id"":""937"",""value"":""0.2""},{""id"":""1462"",""value"":""0.2""},{""id"":""930"",""value"":""0.2""}]"	"[""Puzzle (Games)""]"	4.9
1255123642	14	11	1	16	1.454545	0.071429	1	0	1	0.005	0.44	0.15	13.5	91854	46721	0	0	0	"[""IAB9-30""]"	[]	"[""Sports (Games)"",""Overall"",""Racing (Games)"",""Games""]"	4.1
960728203	3	3	1	1	0.333333	0.333333	1	0	1	0.005	0.44	0.15	13.5	91854	88126	0	0	0	"[""IAB9-30""]"	"[{""id"":""927"",""value"":""0.5""},{""id"":""105"",""value"":""0.3""},{""id"":""447"",""value"":""0.2""}]"	"[""Racing (Games)""]"	3.3
1115663462	259	22	3	2	0.090909	0.011583	7	0.98	0.02	0.005	0.42	0.15	13.5	147709	234266	0	0	0	"[""IAB9-30"",""IAB9-5""]"	"[{""id"":""1174"",""value"":""0.3""},{""id"":""650"",""value"":""0.3""},{""id"":""832"",""value"":""0.2""},{""id"":""211"",""value"":""0.2""}]"	"[""unknown""]"	4.5
1241288927	83	15	2	7	0.466667	0.024096	2	0	1	0.005	0.44	0.15	13.5	91854	196241	0	0	0	"[""IAB1"",""IAB9-25"",""IAB9-30""]"	"[{""id"":""1126"",""value"":""0.6""},{""id"":""1624"",""value"":""0.4""}]"	"[""Family (Games)"",""Games"",""Role Playing (Games)""]"	4.3
1039808856	3	2	1	3	1.5	0.333333	1	0	1	0.005	0.44	0.15	13.5	91854	88126	0	0	0	"[""IAB9-30""]"	"[{""id"":""1495"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""105"",""value"":""0.3""}]"	"[""unknown""]"	4.3
450181262	58	17	0	0	0.0	0.0	3	0.84	0.16	0.005	0.44	0.15	13.5	91854	88126	0	0	0	"[""IAB5""]"	"[{""id"":""1266"",""value"":""0.3""},{""id"":""692"",""value"":""0.3""},{""id"":""1462"",""value"":""0.3""},{""id"":""108"",""value"":""0.1""}]"	"[""unknown""]"	4.2
996486143	248	21	0	0	0.0	0.0	7	0.98	0.02	0.005	0.44	0.15	13.5	165304	107870	0	0	0	"[""IAB1-6"",""IAB14""]"	"[{""id"":""215"",""value"":""0.4""},{""id"":""1462"",""value"":""0.4""},{""id"":""586"",""value"":""0.2""},{""id"":""220"",""value"":""0.1""}]"	"[""unknown""]"	4.7
